buyer,category,n_tenders,technology_score
Junta de Gobierno Local del Ayuntamiento de Paderne,Infrastructure & Hardware,1,1
Junta de Gobierno Local del Ayuntamiento de Paredes de Nava,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Pontevedra,Cloud,1,1
Junta de Gobierno Local del Ayuntamiento de Porto do Son,Infrastructure & Hardware,1,1
Junta de Gobierno Local del Ayuntamiento de Puntallana,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Quer,Software & Development,1,0
Junta de Gobierno Local del Ayuntamiento de Quintana del Castillo,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Requena,Software & Development,1,0
Junta de Gobierno Local del Ayuntamiento de Salas,Other,1,0
Junta de Gobierno Local del Ayuntamiento de San Clemente,Infrastructure & Hardware,1,1
Junta de Gobierno Local del Ayuntamiento de San Clemente,Software & Development,1,1
Junta de Gobierno Local del Ayuntamiento de San Juan del Puerto,Other,1,0
Junta de Gobierno Local del Ayuntamiento de San Martín de Valdeiglesias,Software & Development,1,1
Junta de Gobierno Local del Ayuntamiento de Sant Antoni de Portmany,Infrastructure & Hardware,1,0
Junta de Gobierno Local del Ayuntamiento de Santas Martas,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Sasamón,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Sayalonga,Infrastructure & Hardware,1,1
Junta de Gobierno Local del Ayuntamiento de Seseña,Cloud,1,1
Junta de Gobierno Local del Ayuntamiento de Seseña,Software & Development,1,0
Junta de Gobierno Local del Ayuntamiento de Sigüenza,Software & Development,1,1
Junta de Gobierno Local del Ayuntamiento de Sobrado,Infrastructure & Hardware,1,1
Junta de Gobierno Local del Ayuntamiento de Teruel,Cybersecurity,1,2
Junta de Gobierno Local del Ayuntamiento de Torre de Juan Abad,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Tres Cantos,Infrastructure & Hardware,1,1
Junta de Gobierno Local del Ayuntamiento de Tres Cantos,Software & Development,1,1
Junta de Gobierno Local del Ayuntamiento de Valleseco,Infrastructure & Hardware,1,1
Junta de Gobierno Local del Ayuntamiento de Vega de Infanzones,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Villa del Prado,Software & Development,1,0
Junta de Gobierno Local del Ayuntamiento de Villafranca de los Caballeros,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Villalpando,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Villalpando,Software & Development,1,1
Junta de Gobierno Local del Ayuntamiento de Villamanrique,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Villanueva de Alcardete,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Villanueva de Alcardete,Software & Development,1,1
Junta de Gobierno Local del Ayuntamiento de Villanueva de la Concepción,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Villanueva del Río Segura,Infrastructure & Hardware,1,1
Junta de Gobierno Local del Ayuntamiento de Villarcayo de Merindad de Castilla la Vieja,Software & Development,1,1
Junta de Gobierno Local del Ayuntamiento de Villaturiel,Infrastructure & Hardware,1,1
Junta de Gobierno Local del Ayuntamiento de Villaturiel,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Yuncler,Other,1,0
Junta de Gobierno Local del Ayuntamiento de Zafra,Infrastructure & Hardware,1,1
Junta de Gobierno Local del Ayuntamiento de Zarzalejo,Software & Development,1,1
Junta de Gobierno Local del Ayuntamiento de la Villa de Ingenio,Other,1,0
Junta de Gobierno Local del Ayuntamiento de la Villa de Otura,Software & Development,1,1
Junta de Gobierno Local del Ayuntamiento de Árchez,Other,1,0
Junta de Gobierno Local del Concello de Pontecesures,Cybersecurity,1,1
Junta de Gobierno Local del Concello do Rosal,Other,1,0
Junta de Gobierno Lucena,Other,1,0
Junta de Gobierno de Redován,Infrastructure & Hardware,1,1
Junta de Gobierno de Val de San Vicente,Infrastructure & Hardware,1,0
Junta de Gobierno de la Comunidad General de Regantes del Canal del Páramo,Other,1,0
Junta de Gobierno de la Diputación Provincial de Almería,Cloud,1,4
Junta de Gobierno de la Diputación Provincial de Almería,Cybersecurity,1,1
Junta de Gobierno de la Diputación Provincial de Burgos,Data & Analytics,1,0
Junta de Gobierno de la Diputación Provincial de Burgos,Software & Development,1,0
Junta de Gobierno de la Diputación Provincial de Córdoba,Infrastructure & Hardware,1,0
Junta de Gobierno de la Diputación Provincial de Córdoba,Software & Development,1,1
Junta de Gobierno de la Diputación Provincial de Jaén,Infrastructure & Hardware,1,1
Junta de Gobierno de la Diputación Provincial de Segovia,Cloud,1,2
Junta de Gobierno de la Mancomunidad 2016,Other,1,0
Junta de Gobierno de la Mancomunidad Comarca de la Sidra,Other,1,0
Junta de Gobierno de la Mancomunidad Intermunicipal de Servicios Públicos Insulares,Other,1,0
Junta de Gobierno de la Mancomunidad de Municipios de la Bahía de Cádiz,Other,1,0
Junta de Gobierno de la Mancomunidad de Municipios del Marquesado del Zenete,Other,1,0
Junta de Gobierno del Ayuntamiento Dénia,Cybersecurity,1,1
Junta de Gobierno del Ayuntamiento San Juan de Aznalfarache,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento Sant Joan D Alacant,AI & Machine Learning,1,2
Junta de Gobierno del Ayuntamiento Sant Joan D Alacant,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de A Cañiza,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de A Coruña,Cloud,1,2
Junta de Gobierno del Ayuntamiento de Albacete,Cybersecurity,1,1
Junta de Gobierno del Ayuntamiento de Albaida,Other,1,0
Junta de Gobierno del Ayuntamiento de Albal,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Albal,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Albal,Software & Development,1,3
Junta de Gobierno del Ayuntamiento de Albatera,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Alboraya,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Alboraya,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Alcalá de Henares,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Alcobendas,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de Alcorcón,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Alcoy,AI & Machine Learning,1,2
Junta de Gobierno del Ayuntamiento de Alcoy,Cybersecurity,1,2
Junta de Gobierno del Ayuntamiento de Alcázar de San Juan,Other,1,0
Junta de Gobierno del Ayuntamiento de Alfoz de Lloredo,Other,1,0
Junta de Gobierno del Ayuntamiento de Algemesí,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Alguazas,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Alhaurín El Grande,Other,1,0
Junta de Gobierno del Ayuntamiento de Almenara,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Almería,Cybersecurity,1,1
Junta de Gobierno del Ayuntamiento de Almería,Data & Analytics,1,1
Junta de Gobierno del Ayuntamiento de Almonte,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Almonte,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de Almoradí,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Aranjuez,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Aranjuez,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Armilla,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Arnuero,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Arroyomolinos,Cloud,1,0
Junta de Gobierno del Ayuntamiento de Arroyomolinos,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Arroyomolinos,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Aspe,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Añover de Tajo,Other,1,0
Junta de Gobierno del Ayuntamiento de Baltanás,Other,1,0
Junta de Gobierno del Ayuntamiento de Belmonte de Miranda,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Benicarló,Other,1,0
Junta de Gobierno del Ayuntamiento de Beniel,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Benigànim,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Borrenes,Other,1,0
Junta de Gobierno del Ayuntamiento de Borriana,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Borriana,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Brunete,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Burgos,Cybersecurity,1,1
Junta de Gobierno del Ayuntamiento de Busot,Other,1,0
Junta de Gobierno del Ayuntamiento de Bárcena de Cicero,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Bétera,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Bétera,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Cadrete,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Cadrete,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Callosa de Segura,Cloud,1,2
Junta de Gobierno del Ayuntamiento de Calviá,Cloud,1,3
Junta de Gobierno del Ayuntamiento de Camas,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Cangas,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Caravaca de la Cruz,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Carballiño,Other,1,0
Junta de Gobierno del Ayuntamiento de Carbonero el Mayor,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Carlet,Cloud,1,2
Junta de Gobierno del Ayuntamiento de Carlet,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Casares,AI & Machine Learning,1,2
Junta de Gobierno del Ayuntamiento de Casares,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Casares,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Castellón de la Plana,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Cebreros,Other,1,0
Junta de Gobierno del Ayuntamiento de Cebreros,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Chozas de Abajo,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Chozas de Canales,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Chozas de Canales,Other,1,0
Junta de Gobierno del Ayuntamiento de Ciutadella de Menorca,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Cobeña,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Cobeña,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Cocentaina,Other,1,0
Junta de Gobierno del Ayuntamiento de Colindres,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Colmenar de Oreja,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Comillas,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Corvera de Asturias,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Cox,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Cuarte de Huerva,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Cubas de la Sagra,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Cuenca,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Cuenca,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Cullera,Other,1,0
Junta de Gobierno del Ayuntamiento de Cuntis,Other,1,0
Junta de Gobierno del Ayuntamiento de Córdoba,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Daganzo de Arriba,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Dos Hermanas,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de Dos Hermanas,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Eivissa,Other,1,0
Junta de Gobierno del Ayuntamiento de El Campello,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de El Puig de Santa María,Cybersecurity,1,2
Junta de Gobierno del Ayuntamiento de Elche,Cybersecurity,1,1
Junta de Gobierno del Ayuntamiento de Els Poblets,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Espera,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Folgoso de la Ribera,Other,1,0
Junta de Gobierno del Ayuntamiento de Fuengirola,Cloud,1,2
Junta de Gobierno del Ayuntamiento de Fuente Obejuna,Other,1,0
Junta de Gobierno del Ayuntamiento de Fuente Álamo de Murcia,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Fuente Álamo de Murcia,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Galapagar,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Genovés,Other,1,0
Junta de Gobierno del Ayuntamiento de Gijón,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de Grado,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Granada,AI & Machine Learning,1,1
Junta de Gobierno del Ayuntamiento de Granada,Cloud,1,2
Junta de Gobierno del Ayuntamiento de Granátula de Calatrava,Other,1,0
Junta de Gobierno del Ayuntamiento de Guadarrama,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Guardamar de la Safor,Other,1,0
Junta de Gobierno del Ayuntamiento de Guillena,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Huelva,Cybersecurity,1,1
Junta de Gobierno del Ayuntamiento de Huelva,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Huesca,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Inca,Cloud,1,3
Junta de Gobierno del Ayuntamiento de Inca,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Istán,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Jerez de los Caballeros,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de L'Alfàs del Pi,Data & Analytics,1,1
Junta de Gobierno del Ayuntamiento de La Nucía,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de La Nucía,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de La Oliva,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de La Rinconada,Cloud,1,2
Junta de Gobierno del Ayuntamiento de La Unión,Cloud,1,1
Junta de Gobierno del Ayuntamiento de La Vall d'Uixó,Cloud,1,2
Junta de Gobierno del Ayuntamiento de La Vall d'Uixó,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Lepe,Cloud,1,3
Junta de Gobierno del Ayuntamiento de León,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Llanes,Other,1,0
Junta de Gobierno del Ayuntamiento de Lloret de Vistalegre,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Llosa de Ranes,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Lorqui,Software & Development,1,2
Junta de Gobierno del Ayuntamiento de Los Navalmorales,Other,1,0
Junta de Gobierno del Ayuntamiento de Los Navalucillos,Other,1,0
Junta de Gobierno del Ayuntamiento de Majadahonda,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Manzanares,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de Manzanares,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Marbella,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Mazarrón,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Medina de Rioseco,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Medina del Campo,Other,1,0
Junta de Gobierno del Ayuntamiento de Mejorada del Campo,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Mieres,Cloud,1,2
Junta de Gobierno del Ayuntamiento de Miranda de Ebro,Cloud,1,0
Junta de Gobierno del Ayuntamiento de Miranda de Ebro,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Molina de Segura,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Molina de Segura,Cybersecurity,1,1
Junta de Gobierno del Ayuntamiento de Molina de Segura,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de Molledo,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Mombeltrán,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Mombeltrán,Other,1,0
Junta de Gobierno del Ayuntamiento de Monachil,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Monforte de Lemos,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Montuïri,Other,1,0
Junta de Gobierno del Ayuntamiento de Mula,Cloud,1,3
Junta de Gobierno del Ayuntamiento de Mula,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Murla,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Móstoles,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Navalcarnero,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Navalcarnero,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Navarrete,AI & Machine Learning,1,1
Junta de Gobierno del Ayuntamiento de Neda,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Nerja,Data & Analytics,1,1
Junta de Gobierno del Ayuntamiento de Nerja,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Nerja,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de O Vicedo,Other,1,0
Junta de Gobierno del Ayuntamiento de Oencia,Other,1,0
Junta de Gobierno del Ayuntamiento de Onda,Cloud,1,0
Junta de Gobierno del Ayuntamiento de Onda,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Ourense,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Paiporta,Cloud,1,4
Junta de Gobierno del Ayuntamiento de Palma de Mallorca,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de Palomares del Río,Other,1,0
Junta de Gobierno del Ayuntamiento de Parres,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Paterna,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Petrer,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Picanya,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Pilar de la Horadada,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Portomarín,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Porzuna,Cybersecurity,1,1
Junta de Gobierno del Ayuntamiento de Pozuelo de Alarcón,Cloud,1,2
Junta de Gobierno del Ayuntamiento de Priaranza del Bierzo,Other,1,0
Junta de Gobierno del Ayuntamiento de Quintanar de la Orden,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Reinosa,Other,1,0
Junta de Gobierno del Ayuntamiento de Riosa,Other,1,0
Junta de Gobierno del Ayuntamiento de Rivas Vaciamadrid,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de Roquetas de Mar,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Roquetas de Mar,Cybersecurity,1,1
Junta de Gobierno del Ayuntamiento de San Agustín del Guadalix,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de San Agustín del Guadalix,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de San Agustín del Guadalix,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de San Andrés del Rabanedo,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de San Esteban de Gormaz,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de San Lorenzo de El Escorial,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de San Vicente Raspeig,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Sandiás,Other,1,0
Junta de Gobierno del Ayuntamiento de Sant Lluís,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Santa Cruz de Tenerife,Cybersecurity,1,2
Junta de Gobierno del Ayuntamiento de Santa Eulária des Riu,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Santa Pola,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Santomera,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Sariego,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Segovia,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Serón,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Sevilla,Cloud,1,0
Junta de Gobierno del Ayuntamiento de Sevilla,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de Siero,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Silla,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Socuéllamos,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Soria,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Soria,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Soto y Amío,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Talavera de la Reina,AI & Machine Learning,1,1
Junta de Gobierno del Ayuntamiento de Talavera de la Reina,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Tejeda,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Tejeda,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Tomelloso,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Torreblanca,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Torreblanca,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Torredonjimeno,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Torredonjimeno,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Torrejón de Ardoz,Cloud,1,3
Junta de Gobierno del Ayuntamiento de Torres,Other,1,0
Junta de Gobierno del Ayuntamiento de Torrevieja,Cybersecurity,1,2
Junta de Gobierno del Ayuntamiento de Tudela de Duero,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Tudela de Duero,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Turre,Other,1,0
Junta de Gobierno del Ayuntamiento de Valdemoro,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Valderredible,Infrastructure & Hardware,1,0
Junta de Gobierno del Ayuntamiento de Valdés,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de Valenzuela de Calatrava,Other,1,0
Junta de Gobierno del Ayuntamiento de Valladolid,Other,1,0
Junta de Gobierno del Ayuntamiento de Valverde del Camino,Other,1,0
Junta de Gobierno del Ayuntamiento de Vilagarcía de Arousa,Cloud,1,2
Junta de Gobierno del Ayuntamiento de Vilagarcía de Arousa,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Villacarrillo,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Villanueva de la Serena,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de Villaquilambre,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de Villaviciosa,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Vinarós,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Xert,Other,1,0
Junta de Gobierno del Ayuntamiento de Xixona,Cloud,1,1
Junta de Gobierno del Ayuntamiento de Xixona,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Zamora,Software & Development,1,1
Junta de Gobierno del Ayuntamiento de la Iruela,Other,1,0
Junta de Gobierno del Ayuntamiento de la Leal Villa de El Escorial,Data & Analytics,1,0
Junta de Gobierno del Ayuntamiento de la Leal Villa de El Escorial,Software & Development,1,0
Junta de Gobierno del Ayuntamiento de la Villa de Firgas,Infrastructure & Hardware,1,1
Junta de Gobierno del Ayuntamiento de Águilas,Other,1,0
Junta de Gobierno del Consejo Insular de Aguas de La Palma,Infrastructure & Hardware,1,1
Junta de Gobierno del Consorcio GIRSA,Other,1,0
Junta de Gobierno del Consorcio de Residuos Urbanos y Energía de Menorca,Infrastructure & Hardware,1,1
"Junta de Gobierno del Consorcio para la Ejecución de las Previsiones del Plan Zonal de Residuos 5, Área de Gestión V4",Software & Development,1,1
Junta de Gobierno local del Ayuntamiento de la Villa y Puerto de Garachico,Infrastructure & Hardware,1,1
Junta de Gobierno y Administración del Consorcio Provincial Zona Norte de Ávila,Software & Development,1,0
"Junta de Patronos de la Fundación Medio Ambiente, Energía y Sostenibilidad Provincia de Cádiz (Agencia Provincial de la Energía de Cádiz)",Software & Development,1,1
Junta de la Mancomunidad Agua de Monegros,Other,1,0
Junta de la Mancomunidad Embalse del Atazar,Other,1,0
Junta de la Mancomunidad Intermunicipal de Servicios Sociales Las Cañadas,Other,1,0
Junta de la Mancomunidad THAM de Servicios Sociales,Other,1,0
Junta de la Mancomunidad de Municipios Altamira-Los Valles,Other,1,0
Junta de la Mancomunidad de Municipios de la Comarca del Campo de Gibraltar,Other,1,0
Junta o Concejo Vecinal de Islares - Castro Urdiales,Other,1,0
Junta o Concejo Vecinal de Otañes - Castro Urdiales,Other,1,0
Junta o Concejo Vecinal de Santullán - Castro Urdiales,Other,1,0
Junta vecinal Las Rebolledas,Other,1,0
Juntas Generales de Bizkaia - Juntas Generales de Bizkaia,Other,1,0
LANTIK - LANTIK,Cybersecurity,1,3
La Rioja 360 Grados Avanza Sociedad de Promoción de La Rioja S.A.U.,Other,1,0
"Laboratori de Referència de Catalunya, SA",Software & Development,1,1
"Laboratori de Referència de Catalunya,SA",Infrastructure & Hardware,1,1
MANCOMUNITAT PENEDÈS GARRAF,Cloud,1,2
MANCOMUNITAT PENEDÈS GARRAF,Software & Development,1,2
MUY ILUSTRE AYUNTAMIENTO DE TUDELA (NAVARRA),Other,1,0
Mancomunidad de Urola Erdia - Mancomunidad Urola Erdia,Other,1,0
Mancomunidade Intermunicipal do Baixo Miño,Other,1,0
Mancomunitat Penedès - Garraf,Software & Development,1,2
"Mandato 2019: Concejalía Delegada de Hacienda, Contratación, Digitalización Administrativa y Transparencia del Ayuntamiento de Burgos",Other,1,0
"Medio Ambiente, Agua, Residuos y Energía de Cantabria, S.A., M.P.",Other,1,0
"Megaturbinas Arinaga, S.A.",Other,1,0
"Mercados de Abastecimientos de Barcelona, S.A",Other,1,0
"Mercados de Abastecimientos de Barcelona, S.A",Software & Development,1,1
Mesa de la Asamblea de Extremadura,Infrastructure & Hardware,1,0
Mesa de la Asamblea de Extremadura,Software & Development,1,1
Mesa de la Asamblea de Madrid,Data & Analytics,1,0
Mesa de la Cámara de la Junta General del Principado de Asturias,Infrastructure & Hardware,1,0
Mesa de la Cámara de la Junta General del Principado de Asturias,Software & Development,1,0
Mesa de las Cortes de Aragón,AI & Machine Learning,1,3
Mesa de las Cortes de Aragón,Data & Analytics,1,0
Mesa de las Cortes de Aragón,Infrastructure & Hardware,1,0
Mesa de las Cortes de Castilla y León,Infrastructure & Hardware,1,0
Mesa del Congreso de los Diputados,AI & Machine Learning,1,4
Metro Bilbao S.A.,Other,1,0
"Metro Bilbao, S.A. - Metro Bilbao, S.A.",Other,1,0
Ministerio de Cultura,Other,1,0
Ministerio para la Transición Ecológica y el Reto Demográfico. Dirección General del Agua. Subdirección General de Programación y Gestión Económica y Presupuestaria,Software & Development,1,1
"Mutua de Accidentes de Canarias, Mutua Colaboradora con la Seguridad Social nº 272",Other,1,0
NATURGY ENERGY GROUP,Other,1,0
"Navarra de Servicios y tecnologías, S.A. (NASERTIC)",Infrastructure & Hardware,1,1
OAL Viviendas Municipales de Bilbao - OAL Viviendas Municipales de Bilbao,Other,1,0
OC – DXC – De proves,Other,1,0
ORG-0001,Software & Development,1,2
ORGANISME AUTÒNOM MUNICIPAL D'ASSISTÈNCIA INTEGRAL SOCIAL I SANITÀRIA,Other,1,0
